film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
360,Glass Dying,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,2006,1,4,0.99,103,24.99,G,50:59.0,{Trailers},'ancient':18 'astound':4 'astronaut':11 'die':2 'dog':16 'drama':5 'fight':14 'frisbe':8 'glass':1 'japan':19 'must':13
366,Goldfinger Sensibility,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,2006,1,3,0.99,93,29.99,G,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'chef':18 'defeat':15 'drama':5 'goldfing':1 'hunter':12 'insight':4 'mad':8 'must':14 'new':20 'orlean':21 'pastri':17 'scientist':9 'sensibl':2
371,Gosford Donnie,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,2006,1,5,4.99,129,17.99,G,50:59.0,{Commentaries},'agent':18 'berlin':20 'donni':2 'epic':4 'gosford':1 'mad':8 'monkey':12 'must':14 'panorama':5 'redeem':15 'scientist':9 'secret':17
373,Graduate Lord,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2006,1,7,2.99,156,14.99,G,50:59.0,"{Trailers,""Behind the Scenes""}",'ancient':20 'china':21 'epistl':5 'girl':8 'graduat':1 'lacklustur':4 'lord':2 'mad':17 'meet':15 'must':14 'scientist':18 'shark':12
376,Grapes Fury,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,2006,1,4,0.99,155,20.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'australia':20 'bore':4 'cow':9 'furi':2 'grape':1 'mad':8 'meet':16 'must':15 'robot':18 'sumo':12 'wrestler':13 'yarn':5
377,Grease Youth,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,2006,1,7,0.99,135,20.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'agent':9 'compos':17 'emot':4 'escap':15 'georgia':20 'greas':1 'must':14 'panorama':5 'secret':8 'soviet':19 'waitress':12 'youth':2
387,Gun Bonnie,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,2006,1,7,0.99,100,27.99,G,50:59.0,"{""Behind the Scenes""}",'bonni':2 'bore':4 'build':15 'display':5 'gulf':20 'gun':1 'husband':12 'mexico':22 'must':14 'sumo':8 'waitress':17 'wrestler':9
396,Hanging Deep,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,2006,1,5,4.99,62,18.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'action':5 'action-pack':4 'berlin':20 'boat':10 'build':16 'crocodil':13 'deep':2 'hang':1 'monkey':18 'must':15 'pack':6 'yarn':7
399,Happiness United,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,2006,1,6,2.99,100,23.99,G,50:59.0,"{""Deleted Scenes""}",'action':5 'action-pack':4 'ancient':21 'feminist':13 'forens':18 'happi':1 'husband':10 'japan':22 'meet':16 'must':15 'pack':6 'panorama':7 'psychologist':19 'unit':2
402,Harper Dying,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,2006,1,3,0.99,52,15.99,G,50:59.0,{Trailers},'awe':5 'awe-inspir':4 'cat':13 'confront':16 'desert':22 'die':2 'feminist':18 'harper':1 'inspir':6 'must':15 'reflect':7 'sahara':21 'woman':10
409,Heartbreakers Bright,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,2006,1,3,4.99,59,9.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'bright':2 'canadian':23 'chef':20 'dentist':14 'documentari':7 'heartbreak':1 'inspir':6 'must':16 'outrac':17 'pastri':19 'rocki':24 'shark':11
412,Heavyweights Beast,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,2006,1,6,4.99,102,25.99,G,50:59.0,"{""Deleted Scenes""}",'abandon':19 'amus':20 'beast':2 'compos':8 'dog':11 'heavyweight':1 'must':13 'overcom':14 'park':21 'stori':5 'unbeliev':4 'woman':16
417,Hills Neighbors,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,2006,1,5,0.99,93,29.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':21 'car':16 'display':5 'epic':4 'feminist':11 'hill':1 'hunter':8 'must':13 'neighbor':2 'sink':14 'u':20 'u-boat':19
419,Hocus Frida,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2006,1,4,2.99,141,19.99,G,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'frida':2 'girl':10 'hocus':1 'inspir':6 'madman':13 'must':15 'outgun':16 'shark':21 'student':18 'tale':7 'tank':22
430,Hook Chariots,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,2006,1,7,0.99,49,23.99,G,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'boy':8,16 'chariot':2 'dog':11 'hook':1 'insight':4 'must':13 'redeem':14 'stori':5"
431,Hoosiers Birdcage,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,1,3,2.99,176,12.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'astound':4 'birdcag':2 'boat':11 'car':16 'display':5 'explor':8 'first':19 'hoosier':1 'man':20 'must':13 'space':21 'station':22 'vanquish':14
440,Hunger Roof,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,2006,1,6,0.99,105,21.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'administr':12 'databas':11 'hunger':1 'husband':17 'mine':21 'must':14 'outgun':15 'roof':2 'shaft':22 'student':8 'unbeliev':4 'yarn':5
445,Hyde Doctor,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,1,5,2.99,100,11.99,G,50:59.0,"{Trailers,""Deleted Scenes""}","'boat':20 'boy':8 'doctor':2 'documentari':5 'fanci':4 'hyde':1 'jet':19 'must':13 'redeem':14 'woman':11,16"
467,Intrigue Worst,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,1,6,0.99,181,10.99,G,50:59.0,"{""Deleted Scenes""}",'boat':22 'charact':5 'explor':9 'fanci':4 'intrigu':1 'jet':21 'mad':12 'must':15 'scientist':13 'squirrel':18 'studi':6 'vanquish':16 'worst':2
472,Italian African,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,2006,1,3,4.99,174,24.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'african':2 'astound':4 'boat':22 'cat':17 'charact':5 'italian':1 'monkey':9 'moos':12 'must':14 'outgun':15 'studi':6 'u':21 'u-boat':20
475,Japanese Run,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006,1,6,0.99,135,29.99,G,50:59.0,"{""Deleted Scenes""}","'awe':5 'awe-inspir':4 'epistl':7 'feminist':10 'girl':13,18 'inspir':6 'japanes':1 'must':15 'outback':21 'run':2 'sink':16"
478,Jaws Harry,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006,1,4,2.99,112,10.99,G,50:59.0,"{""Deleted Scenes""}",'abandon':20 'administr':9 'databas':8 'display':5 'dog':17 'fun':21 'harri':2 'hous':22 'jaw':1 'monkey':12 'must':14 'overcom':15 'thrill':4
490,Jumanji Blade,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2006,1,4,2.99,121,13.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5
497,Kill Brotherhood,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,2006,1,4,0.99,54,15.99,G,50:59.0,"{Trailers,Commentaries}",'agent':12 'brotherhood':2 'display':5 'hunter':8 'husband':17 'kill':1 'must':14 'outback':20 'redeem':15 'secret':11 'touch':4
510,Lawless Vision,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,2006,1,6,4.99,181,29.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'boy':8 'car':17 'insight':4 'lawless':1 'must':14 'outback':20 'outgun':15 'sumo':11 'vision':2 'wrestler':12 'yarn':5
519,Liberty Magnificent,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,2006,1,3,2.99,138,27.99,G,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17
529,Lonely Elephant,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,1,3,2.99,67,12.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'challeng':14 'dog':11 'eleph':2 'explor':16 'georgia':19 'intrepid':4 'lone':1 'must':13 'soviet':18 'stori':5 'student':8
537,Lover Truman,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2006,1,3,2.99,75,29.99,G,50:59.0,{Trailers},'boat':22 'boy':11 'emot':4 'lover':1 'must':13 'outgun':14 'robot':8 'technic':16 'truman':2 'u':21 'u-boat':20 'writer':17 'yarn':5
542,Lust Lock,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,2006,1,3,2.99,52,28.99,G,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'agent':17 'dentist':11 'desert':21 'fanci':4 'hunter':8 'lock':2 'lust':1 'meet':14 'must':13 'panorama':5 'sahara':20 'secret':16
554,Malkovich Pet,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,2006,1,6,2.99,159,22.99,G,50:59.0,"{""Behind the Scenes""}",'intrepid':4 'kill':15 'malkovich':1 'must':14 'outback':20 'pet':2 'reflect':5 'shark':12 'squirrel':17 'waitress':8
559,Married Go,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,2006,1,7,2.99,114,22.99,G,50:59.0,"{""Behind the Scenes""}",'desert':21 'dog':11 'face':14 'fanci':4 'forens':16 'go':2 'marri':1 'must':13 'psychologist':17 'sahara':20 'stori':5 'woman':8
567,Meet Chocolate,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,2006,1,3,2.99,80,26.99,G,50:59.0,{Trailers},'bore':4 'butler':11 'chocol':2 'confront':14 'convent':20 'dentist':8 'documentari':5 'meet':1 'monkey':16 'must':13 'mysql':19
569,Menagerie Rushmore,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,2006,1,7,2.99,147,18.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'administr':17 'butler':11 'compos':8 'databas':16 'first':20 'man':21 'menageri':1 'must':13 'overcom':14 'panorama':5 'rushmor':2 'space':22 'station':23 'unbeliev':4
574,Midnight Westward,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,1,3,0.99,86,19.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'chef':18 'husband':8 'midnight':1 'monasteri':21 'must':14 'pastri':17 'redeem':15 'reflect':5 'shark':12 'taut':4 'westward':2
575,Midsummer Groundhog,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,2006,1,3,4.99,48,27.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5
581,Minority Kiss,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,2006,1,4,0.99,59,16.99,G,50:59.0,{Trailers},'display':5 'insight':4 'kiss':2 'lumberjack':8 'man':17 'meet':15 'minor':1 'must':14 'outback':20 'sumo':11 'wrestler':12
585,Mob Duffel,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,2006,1,4,0.99,105,25.99,G,50:59.0,{Trailers},'boat':11 'boy':16 'canadian':19 'documentari':5 'duffel':2 'frisbe':8 'meet':14 'mob':1 'must':13 'rocki':20 'unbeliev':4
593,Monterey Labyrinth,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,2006,1,6,0.99,158,13.99,G,50:59.0,"{Trailers,Commentaries}",'awe':5 'awe-inspir':4 'boat':23 'compos':13 'drama':7 'escap':16 'feminist':18 'inspir':6 'labyrinth':2 'monkey':10 'monterey':1 'must':15 'u':22 'u-boat':21
597,Moonwalker Fool,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,1,5,4.99,184,12.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'compos':16 'drama':5 'epic':4 'feminist':8 'fool':2 'moonwalk':1 'must':13 'new':18 'orlean':19 'pioneer':11 'sink':14
598,Mosquito Armageddon,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,2006,1,6,0.99,57,22.99,G,50:59.0,{Trailers},'ancient':19 'armageddon':2 'build':15 'charact':5 'feminist':12 'japan':20 'mosquito':1 'must':14 'studi':6 'teacher':17 'thought':4 'waitress':9
604,Mulan Moon,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,1,4,0.99,160,10.99,G,50:59.0,"{""Behind the Scenes""}",'baloon':19 'dentist':16 'emot':4 'moon':2 'mulan':1 'must':13 'overcom':14 'pioneer':11 'saga':5 'woman':8
609,Muscle Bright,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,1,7,2.99,185,23.99,G,50:59.0,"{""Deleted Scenes""}",'ancient':19 'bright':2 'husband':12 'india':20 'madman':17 'muscl':1 'must':14 'panorama':5 'redeem':15 'stun':4 'sumo':8 'wrestler':9
612,Mussolini Spoilers,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,2006,1,6,2.99,180,10.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'ancient':18 'boat':8 'china':19 'compos':16 'display':5 'meet':14 'monkey':11 'mussolini':1 'must':13 'spoiler':2 'thrill':4
622,Newsies Story,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,2006,1,4,0.99,159,25.99,G,50:59.0,"{Trailers,""Deleted Scenes""}",'action':5 'action-pack':4 'charact':7 'dog':11 'gulf':22 'lumberjack':14 'mexico':24 'moos':19 'must':16 'newsi':1 'outrac':17 'pack':6 'stori':2 'studi':8
626,Noon Papi,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,1,5,2.99,57,12.99,G,50:59.0,"{""Behind the Scenes""}",'astronaut':13 'charact':5 'find':16 'mad':9 'manhattan':21 'must':15 'noon':1 'papi':2 'penthous':22 'pioneer':18 'scientist':10 'studi':6 'unbeliev':4
631,Novocaine Flight,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,1,4,0.99,64,11.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'crocodil':16 'display':5 'fanci':4 'flight':2 'must':13 'nigeria':18 'novocain':1 'outgun':14 'student':8 'teacher':11
638,Operation Operation,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,2006,1,7,2.99,156,23.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'charact':5 'china':20 'frisbe':12 'intrepid':4 'madman':17 'man':9 'must':14 'oper':1,2 'overcom':15 'studi':6"
650,Pacific Amistad,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,2006,1,3,0.99,144,27.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'amistad':2 'chef':17 'dog':8 'kill':14 'manhattan':20 'moos':11 'must':13 'pacif':1 'pastri':16 'penthous':21 'thrill':4 'yarn':5
653,Panic Club,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,2006,1,3,4.99,102,15.99,G,50:59.0,"{Commentaries,""Deleted Scenes""}",'baloon':19 'club':2 'crocodil':11 'display':5 'fanci':4 'girl':16 'must':13 'panic':1 'succumb':14 'teacher':8
654,Panky Submarine,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,2006,1,4,4.99,93,19.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boy':17 'dentist':8 'documentari':5 'gulf':20 'mexico':22 'must':14 'overcom':15 'panki':1 'submarin':2 'sumo':11 'touch':4 'wrestler':12
678,Pickup Driving,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,1,3,2.99,77,23.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'baloon':20 'boat':11 'chef':17 'documentari':5 'drive':2 'factori':21 'husband':8 'meet':14 'must':13 'pastri':16 'pickup':1 'touch':4
692,Potluck Mixed,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,2006,1,3,2.99,179,10.99,G,50:59.0,"{""Behind the Scenes""}",'baloon':20 'beauti':4 'dog':8 'mix':2 'must':14 'outgun':15 'potluck':1 'stori':5 'student':17 'technic':11 'writer':12
697,Primary Glass,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,2006,1,7,0.99,53,16.99,G,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'build':15 'butler':12 'canadian':20 'chef':9 'documentari':5 'dog':17 'fate':4 'glass':2 'must':14 'pastri':8 'primari':1 'rocki':21
702,Pulp Beverly,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,2006,1,4,2.99,89,12.99,G,50:59.0,"{Trailers,""Behind the Scenes""}",'bever':2 'crocodil':11 'display':5 'dog':8 'man':16 'must':13 'nigeria':18 'outrac':14 'pulp':1 'unbeliev':4
718,Rebel Airport,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,1,7,0.99,73,24.99,G,50:59.0,"{Trailers,""Behind the Scenes""}",'administr':9 'airport':2 'ancient':19 'boat':12 'databas':8 'husband':17 'india':20 'intrepid':4 'must':14 'outrac':15 'rebel':1 'yarn':5
732,Rings Heartbreakers,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,1,5,0.99,58,17.99,G,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'amaz':4 'boat':12 'conquer':15 'heartbreak':2 'must':14 'new':19 'orlean':20 'ring':1 'sumo':8 'waitress':17 'wrestler':9 'yarn':5
737,Rock Instinct,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,2006,1,4,0.99,102,28.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':19 'astound':4 'astronaut':17 'charact':5 'india':20 'instinct':2 'moos':12 'must':14 'overcom':15 'robot':9 'rock':1 'studi':6
757,Sagebrush Clueless,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006,1,4,2.99,106,28.99,G,50:59.0,{Trailers},'ancient':18 'boy':16 'clueless':2 'hunter':11 'insight':4 'japan':19 'kill':14 'lumberjack':8 'must':13 'sagebrush':1 'stori':5
758,Saints Bride,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006,1,5,2.99,125,11.99,G,50:59.0,"{""Deleted Scenes""}",'bride':2 'compos':12 'explor':17 'fate':4 'gulf':20 'mexico':22 'must':14 'pursu':15 'saint':1 'tale':5 'technic':8 'writer':9
760,Samurai Lion,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006,1,5,2.99,110,21.99,G,50:59.0,{Commentaries},'astronaut':13 'baloon':21 'boat':18 'fast':5 'fast-pac':4 'lion':2 'must':15 'pace':6 'pioneer':10 'reach':16 'samurai':1 'stori':7
762,Sassy Packer,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006,1,6,0.99,154,29.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'documentari':7 'dog':10 'fast':5 'fast-pac':4 'find':16 'manhattan':21 'moos':18 'must':15 'pace':6 'packer':2 'penthous':22 'sassi':1 'teacher':13
763,Satisfaction Confidential,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006,1,3,4.99,75,26.99,G,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'agent':17 'ancient':19 'butler':11 'china':20 'confidenti':2 'dentist':8 'lacklustur':4 'meet':14 'must':13 'satisfact':1 'secret':16 'yarn':5
764,Saturday Lambs,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006,1,3,4.99,150,28.99,G,50:59.0,"{Commentaries,""Deleted Scenes""}",'baloon':20 'husband':17 'kill':15 'lamb':2 'mad':8 'moos':12 'must':14 'reflect':5 'saturday':1 'scientist':9 'thought':4
770,Scissorhands Slums,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006,1,5,2.99,147,13.99,G,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'canadian':22 'drama':7 'feminist':19 'girl':10 'inspir':6 'meet':17 'must':16 'rocki':23 'scissorhand':1 'slum':2 'technic':13 'writer':14
778,Secrets Paradise,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006,1,3,4.99,109,24.99,G,50:59.0,"{Trailers,Commentaries}",'cat':8 'fate':4 'frisbe':11 'girl':16 'kill':14 'manhattan':19 'must':13 'paradis':2 'penthous':20 'saga':5 'secret':1
787,Shining Roses,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,2006,1,4,0.99,125,12.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':22 'astronaut':11 'awe':5 'awe-inspir':4 'challeng':18 'charact':7 'forens':14 'india':23 'inspir':6 'madman':20 'must':17 'psychologist':15 'rose':2 'shine':1 'studi':8
794,Side Ark,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,2006,1,5,0.99,52,28.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'ark':2 'canadian':19 'crocodil':8 'feminist':16 'meet':14 'must':13 'panorama':5 'rocki':20 'side':1 'stun':4 'woman':11
805,Sleepless Monsoon,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,2006,1,5,4.99,64,12.99,G,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'amaz':4 'australia':19 'butler':17 'chef':12 'escap':15 'monsoon':2 'moos':8 'must':14 'pastri':11 'saga':5 'sleepless':1
811,Smile Earring,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,1,4,2.99,60,29.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'berlin':19 'build':14 'butler':11 'chef':17 'drama':5 'earring':2 'intrepid':4 'must':13 'pastri':16 'smile':1 'teacher':8
816,Snowman Rollercoaster,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,1,3,0.99,62,27.99,G,50:59.0,{Trailers},'cow':17 'display':5 'fate':4 'girl':11 'lumberjack':8 'mad':16 'manhattan':20 'must':13 'penthous':21 'rollercoast':2 'snowman':1 'succumb':14
828,Spiking Element,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,2006,1,7,2.99,79,12.99,G,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'dentist':8 'dog':17 'element':2 'epistl':5 'find':15 'lacklustur':4 'monasteri':20 'must':14 'spike':1 'technic':11 'writer':12
834,Spoilers Hellfighters,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,2006,1,4,0.99,151,26.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'defeat':15 'dog':17 'fanci':4 'gulf':20 'hellfight':2 'mexico':22 'must':14 'spoiler':1 'squirrel':12 'stori':5 'technic':8 'writer':9
848,Stone Fire,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006,1,3,0.99,94,19.99,G,50:59.0,{Trailers},'astronaut':8 'boat':16 'crocodil':11 'drama':5 'find':14 'fire':2 'georgia':19 'intrepid':4 'must':13 'soviet':18 'stone':1
853,Stranger Strangers,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,2006,1,3,4.99,139,12.99,G,50:59.0,"{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'explor':13 'fight':16 'first':21 'inspir':6 'man':22 'must':15 'space':23 'station':24 'stranger':1,2 'woman':10,18 'yarn':7"
860,Suicides Silence,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,2006,1,4,4.99,93,13.99,G,50:59.0,"{""Deleted Scenes""}",'boat':22 'car':9 'charact':5 'compos':17 'emot':4 'face':15 'girl':12 'must':14 'silenc':2 'studi':6 'suicid':1 'u':21 'u-boat':20
862,Summer Scarface,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,2006,1,5,0.99,53,25.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'emot':4 'girl':16 'hunter':11 'lumberjack':8 'meet':14 'must':13 'panorama':5 'scarfac':2 'shark':19 'summer':1 'tank':20
891,Timberland Sky,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006,1,3,0.99,69,13.99,G,50:59.0,{Commentaries},'boat':21 'bore':4 'display':5 'dog':11 'girl':16 'man':8 'must':13 'redeem':14 'sky':2 'timberland':1 'u':20 'u-boat':19
873,Sweethearts Suspects,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,2006,1,3,0.99,108,13.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'brilliant':4 'charact':5 'confront':16 'frisbe':9 'gulf':21 'mexico':23 'must':15 'studi':6 'sumo':12 'suspect':2 'sweetheart':1 'woman':18 'wrestler':13
878,Teen Apollo,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,2006,1,3,4.99,74,25.99,G,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'apollo':2 'awe':5 'awe-inspir':4 'dog':10 'drama':7 'escap':16 'inspir':6 'man':13 'must':15 'robot':18 'shark':21 'tank':22 'teen':1
897,Torque Bound,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,1,3,4.99,179,27.99,G,50:59.0,"{Trailers,Commentaries}",'ancient':18 'bound':2 'crocodil':8 'display':5 'emot':4 'husband':11 'japan':19 'man':16 'must':13 'reach':14 'torqu':1
